GAU98403.1	d6259dd9ea232dce101a15450b777a85	373	ProSiteProfiles	PS50969	FCP1 homology domain profile.	158	320	23.67152	T	22-04-2026	IPR004274	FCP1 homology domain	-	-
GAU91081.1	a6710ec8f8d25c5a8b4a8ea11c9bd2e7	139	MobiDBLite	mobidb-lite	consensus disorder prediction	1	48	-	T	22-04-2026	-	-	-	-
GAU91081.1	a6710ec8f8d25c5a8b4a8ea11c9bd2e7	139	MobiDBLite	mobidb-lite	consensus disorder prediction	1	19	-	T	22-04-2026	-	-	-	-
GAV08338.1	0cd9d3e4b9bf7fae70cfa917cf61134c	481	PANTHER	PTHR31893	TRANSMEMBRANE PROTEIN 151 HOMOLOG	28	378	5.3E-63	T	22-04-2026	IPR026767	Transmembrane protein 151	-	-
GAV08338.1	0cd9d3e4b9bf7fae70cfa917cf61134c	481	Pfam	PF14857	TMEM151 family	32	324	2.1E-68	T	22-04-2026	IPR026767	Transmembrane protein 151	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	Pfam	PF00230	Major intrinsic protein	42	284	3.2E-42	T	22-04-2026	IPR000425	Major intrinsic protein	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	SUPERFAMILY	SSF81338	Aquaporin-like	44	289	1.57E-62	T	22-04-2026	IPR023271	Aquaporin-like	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	CDD	cd00333	MIP	49	287	2.28603E-53	T	22-04-2026	IPR000425	Major intrinsic protein	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	NCBIfam	TIGR00861	MIP family channel protein	50	284	2.3E-47	T	22-04-2026	IPR000425	Major intrinsic protein	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	Gene3D	G3DSA:1.20.1080.10	Glycerol uptake facilitator protein.	39	292	1.4E-70	T	22-04-2026	IPR023271	Aquaporin-like	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	PANTHER	PTHR43829	AQUAPORIN OR AQUAGLYCEROPORIN RELATED	32	297	4.0E-76	T	22-04-2026	-	-	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	PRINTS	PR00783	Major intrinsic protein family signature	46	65	8.6E-36	T	22-04-2026	IPR000425	Major intrinsic protein	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	PRINTS	PR00783	Major intrinsic protein family signature	267	287	8.6E-36	T	22-04-2026	IPR000425	Major intrinsic protein	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	PRINTS	PR00783	Major intrinsic protein family signature	122	141	8.6E-36	T	22-04-2026	IPR000425	Major intrinsic protein	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	PRINTS	PR00783	Major intrinsic protein family signature	85	109	8.6E-36	T	22-04-2026	IPR000425	Major intrinsic protein	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	PRINTS	PR00783	Major intrinsic protein family signature	185	203	8.6E-36	T	22-04-2026	IPR000425	Major intrinsic protein	-	-
GAU87466.1	190cc459b44262099009bd7ab0687cdf	304	PRINTS	PR00783	Major intrinsic protein family signature	218	240	8.6E-36	T	22-04-2026	IPR000425	Major intrinsic protein	-	-
GAU99102.1	4ddfdbfaabea5627a0158cafb3510ef8	310	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	99	192	2.6E-6	T	22-04-2026	IPR013783	Immunoglobulin-like fold	-	-
GAU99102.1	4ddfdbfaabea5627a0158cafb3510ef8	310	SMART	SM00409	IG_3c	18	97	3.2E-6	T	22-04-2026	IPR003599	Immunoglobulin subtype	-	-
GAU99102.1	4ddfdbfaabea5627a0158cafb3510ef8	310	SUPERFAMILY	SSF48726	Immunoglobulin	16	119	1.48E-11	T	22-04-2026	IPR036179	Immunoglobulin-like domain superfamily	-	-
GAU99102.1	4ddfdbfaabea5627a0158cafb3510ef8	310	CDD	cd00063	FN3	99	188	6.12858E-6	T	22-04-2026	IPR003961	Fibronectin type III	-	-
GAU99102.1	4ddfdbfaabea5627a0158cafb3510ef8	310	Pfam	PF07679	Immunoglobulin I-set domain	17	96	0.011	T	22-04-2026	IPR013098	Immunoglobulin I-set	-	-
GAU99102.1	4ddfdbfaabea5627a0158cafb3510ef8	310	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	18	98	4.6E-9	T	22-04-2026	IPR013783	Immunoglobulin-like fold	-	-
GAU99102.1	4ddfdbfaabea5627a0158cafb3510ef8	310	ProSiteProfiles	PS50835	Ig-like domain profile.	11	95	10.661989	T	22-04-2026	IPR007110	Immunoglobulin-like domain	-	-
GAU99102.1	4ddfdbfaabea5627a0158cafb3510ef8	310	SUPERFAMILY	SSF49265	Fibronectin type III	95	173	1.16E-7	T	22-04-2026	IPR036116	Fibronectin type III superfamily	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	SUPERFAMILY	SSF52518	Thiamin diphosphate-binding fold (THDP-binding)	555	781	7.26E-42	T	22-04-2026	IPR029061	Thiamin diphosphate-binding fold	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	NCBIfam	TIGR00239	2-oxoglutarate dehydrogenase E1 component	32	917	3.3E-242	T	22-04-2026	IPR011603	2-oxoglutarate dehydrogenase E1 component	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	SUPERFAMILY	SSF52518	Thiamin diphosphate-binding fold (THDP-binding)	135	502	2.18E-65	T	22-04-2026	IPR029061	Thiamin diphosphate-binding fold	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	Gene3D	G3DSA:3.40.50.970	-	136	508	1.1E-127	T	22-04-2026	-	-	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	PANTHER	PTHR23152	2-OXOGLUTARATE DEHYDROGENASE	22	920	0.0	T	22-04-2026	IPR011603	2-oxoglutarate dehydrogenase E1 component	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	Gene3D	G3DSA:3.40.50.11610	-	703	917	7.7E-154	T	22-04-2026	IPR042179	Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal domain superfamily	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	Gene3D	G3DSA:1.10.287.1150	TPP helical domain	57	134	8.0E-12	T	22-04-2026	-	-	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	MobiDBLite	mobidb-lite	consensus disorder prediction	35	54	-	T	22-04-2026	-	-	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	Gene3D	G3DSA:3.40.50.12470	-	534	792	7.7E-154	T	22-04-2026	-	-	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	Pfam	PF00676	Dehydrogenase E1 component	216	500	5.6E-38	T	22-04-2026	IPR001017	Dehydrogenase, E1 component	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	SMART	SM00861	Transket_pyr_3	572	775	5.6E-42	T	22-04-2026	IPR005475	Transketolase-like, pyrimidine-binding domain	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	PIRSF	PIRSF000157	Oxoglu_dh_E1	8	920	0.0	T	22-04-2026	IPR011603	2-oxoglutarate dehydrogenase E1 component	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	CDD	cd02016	TPP_E1_OGDC_like	183	452	1.80283E-140	T	22-04-2026	-	-	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	Pfam	PF16870	2-oxoglutarate dehydrogenase C-terminal	780	919	2.1E-39	T	22-04-2026	IPR031717	Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	MobiDBLite	mobidb-lite	consensus disorder prediction	35	60	-	T	22-04-2026	-	-	-	-
GAV02521.1	424ce155fe255da86d2bec2ad801580a	920	Pfam	PF02779	Transketolase, pyrimidine binding domain	571	774	1.7E-39	T	22-04-2026	IPR005475	Transketolase-like, pyrimidine-binding domain	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	SUPERFAMILY	SSF50494	Trypsin-like serine proteases	294	548	8.16E-76	T	22-04-2026	IPR009003	Peptidase S1, PA clan	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	CDD	cd00190	Tryp_SPc	320	546	1.06068E-79	T	22-04-2026	IPR001254	Serine proteases, trypsin domain	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	FunFam	G3DSA:2.40.10.10:FF:000038	Serine protease	313	548	3.3E-73	T	22-04-2026	-	-	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	Gene3D	G3DSA:2.40.10.10	-	318	547	2.4E-68	T	22-04-2026	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	SMART	SM00020	trypsin_2	318	543	1.8E-68	T	22-04-2026	IPR001254	Serine proteases, trypsin domain	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	ProSiteProfiles	PS50240	Serine proteases, trypsin domain profile.	286	548	32.246204	T	22-04-2026	IPR001254	Serine proteases, trypsin domain	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	Pfam	PF00089	Trypsin	319	543	1.8E-47	T	22-04-2026	IPR001254	Serine proteases, trypsin domain	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	PRINTS	PR00722	Chymotrypsin serine protease family (S1) signature	400	414	1.0E-9	T	22-04-2026	IPR001314	Peptidase S1A, chymotrypsin family	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	PRINTS	PR00722	Chymotrypsin serine protease family (S1) signature	341	356	1.0E-9	T	22-04-2026	IPR001314	Peptidase S1A, chymotrypsin family	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	PRINTS	PR00722	Chymotrypsin serine protease family (S1) signature	495	507	1.0E-9	T	22-04-2026	IPR001314	Peptidase S1A, chymotrypsin family	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	ProSitePatterns	PS00134	Serine proteases, trypsin family, histidine active site.	351	356	-	T	22-04-2026	IPR018114	Serine proteases, trypsin family, histidine active site	-	-
GAU88765.1	80b09dd1d9a8c24d4f684956f44102ce	552	PANTHER	PTHR24256	TRYPTASE-RELATED	273	548	3.1E-63	T	22-04-2026	-	-	-	-
GAU91871.1	8a06864cc563be0ffb1df9b80d65503e	208	MobiDBLite	mobidb-lite	consensus disorder prediction	178	195	-	T	22-04-2026	-	-	-	-
GAU91871.1	8a06864cc563be0ffb1df9b80d65503e	208	MobiDBLite	mobidb-lite	consensus disorder prediction	140	208	-	T	22-04-2026	-	-	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	Gene3D	G3DSA:3.40.50.300	-	113	353	3.5E-79	T	22-04-2026	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	PANTHER	PTHR47958	ATP-DEPENDENT RNA HELICASE DBP3	132	374	6.9E-70	T	22-04-2026	-	-	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	ProSitePatterns	PS00039	DEAD-box subfamily ATP-dependent helicases signature.	292	300	-	T	22-04-2026	IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	ProSiteProfiles	PS51195	DEAD-box RNA helicase Q motif profile.	140	168	9.225721	T	22-04-2026	IPR014014	RNA helicase, DEAD-box type, Q motif	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	MobiDBLite	mobidb-lite	consensus disorder prediction	1	55	-	T	22-04-2026	-	-	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	FunFam	G3DSA:3.40.50.300:FF:000079	probable ATP-dependent RNA helicase DDX17	102	349	1.1E-104	T	22-04-2026	-	-	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	MobiDBLite	mobidb-lite	consensus disorder prediction	1	61	-	T	22-04-2026	-	-	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	SMART	SM00487	ultradead3	159	362	3.8E-55	T	22-04-2026	IPR014001	Helicase superfamily 1/2, ATP-binding domain	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	171	346	29.075775	T	22-04-2026	IPR014001	Helicase superfamily 1/2, ATP-binding domain	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	Pfam	PF00270	DEAD/DEAH box helicase	164	331	3.6E-41	T	22-04-2026	IPR011545	DEAD/DEAH box helicase domain	-	-
GAU92292.1	caa02ebb8019a5f6d6a3cffd22db0566	376	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	122	348	8.34E-66	T	22-04-2026	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
GAV08434.1	d83b4ab545333b765a7180413646e094	388	ProSiteProfiles	PS50181	F-box domain profile.	89	137	10.848683	T	22-04-2026	IPR001810	F-box domain	-	-
GAV08434.1	d83b4ab545333b765a7180413646e094	388	Pfam	PF12937	F-box-like	96	126	0.011	T	22-04-2026	IPR001810	F-box domain	-	-
GAV08434.1	d83b4ab545333b765a7180413646e094	388	Coils	Coil	Coil	44	64	-	T	22-04-2026	-	-	-	-
GAV08434.1	d83b4ab545333b765a7180413646e094	388	SUPERFAMILY	SSF81383	F-box domain	96	127	4.19E-6	T	22-04-2026	IPR036047	F-box-like domain superfamily	-	-
GAV08434.1	d83b4ab545333b765a7180413646e094	388	Gene3D	G3DSA:1.20.1280.50	-	93	129	1.7E-6	T	22-04-2026	-	-	-	-
GAV10088.1	03e16415d05b2be4320874a6c9fc13d9	184	MobiDBLite	mobidb-lite	consensus disorder prediction	165	184	-	T	22-04-2026	-	-	-	-
GAV10088.1	03e16415d05b2be4320874a6c9fc13d9	184	MobiDBLite	mobidb-lite	consensus disorder prediction	150	184	-	T	22-04-2026	-	-	-	-
GAV10088.1	03e16415d05b2be4320874a6c9fc13d9	184	MobiDBLite	mobidb-lite	consensus disorder prediction	1	71	-	T	22-04-2026	-	-	-	-
GAV09877.1	bc9301244f8ab266699d4e54a65a8398	347	Pfam	PF05225	helix-turn-helix, Psq domain	15	51	0.7	T	22-04-2026	IPR007889	DNA binding HTH domain, Psq-type	-	-
GAV09877.1	bc9301244f8ab266699d4e54a65a8398	347	Pfam	PF03184	DDE superfamily endonuclease	203	341	1.5E-7	T	22-04-2026	IPR004875	DDE superfamily endonuclease domain	-	-
GAV09877.1	bc9301244f8ab266699d4e54a65a8398	347	PANTHER	PTHR19303	TRANSPOSON	18	335	3.5E-22	T	22-04-2026	-	-	-	-
GAV09877.1	bc9301244f8ab266699d4e54a65a8398	347	SUPERFAMILY	SSF46689	Homeodomain-like	13	56	2.02E-5	T	22-04-2026	IPR009057	Homeobox-like domain superfamily	-	-
GAU97772.1	aaee8fd485190eb052c2710a869a8792	310	Gene3D	G3DSA:3.90.190.10	Protein tyrosine phosphatase superfamily	199	309	1.7E-10	T	22-04-2026	IPR029021	Protein-tyrosine phosphatase-like	-	-
GAU97772.1	aaee8fd485190eb052c2710a869a8792	310	SUPERFAMILY	SSF52799	(Phosphotyrosine protein) phosphatases II	210	306	4.86E-8	T	22-04-2026	IPR029021	Protein-tyrosine phosphatase-like	-	-
GAU97772.1	aaee8fd485190eb052c2710a869a8792	310	MobiDBLite	mobidb-lite	consensus disorder prediction	25	44	-	T	22-04-2026	-	-	-	-
GAV03246.1	da567969c49eca74bdf678c6d8c3cc79	429	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	59	82	2.1E-9	T	22-04-2026	IPR000276	G protein-coupled receptor, rhodopsin-like	-	-
GAV03246.1	da567969c49eca74bdf678c6d8c3cc79	429	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	126	150	2.1E-9	T	22-04-2026	IPR000276	G protein-coupled receptor, rhodopsin-like	-	-
GAV03246.1	da567969c49eca74bdf678c6d8c3cc79	429	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	167	193	2.1E-9	T	22-04-2026	IPR000276	G protein-coupled receptor, rhodopsin-like	-	-
GAV03246.1	da567969c49eca74bdf678c6d8c3cc79	429	PANTHER	PTHR24241	NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR	2	214	6.5E-29	T	22-04-2026	-	-	-	-
GAV03246.1	da567969c49eca74bdf678c6d8c3cc79	429	ProSiteProfiles	PS50262	G-protein coupled receptors family 1 profile.	1	185	21.715612	T	22-04-2026	IPR017452	GPCR, rhodopsin-like, 7TM	-	-
GAV03246.1	da567969c49eca74bdf678c6d8c3cc79	429	Pfam	PF00001	7 transmembrane receptor (rhodopsin family)	3	185	1.2E-18	T	22-04-2026	IPR000276	G protein-coupled receptor, rhodopsin-like	-	-
GAV03246.1	da567969c49eca74bdf678c6d8c3cc79	429	Gene3D	G3DSA:1.20.1070.10	-	1	240	3.6E-35	T	22-04-2026	-	-	-	-
GAV03246.1	da567969c49eca74bdf678c6d8c3cc79	429	SUPERFAMILY	SSF81321	Family A G protein-coupled receptor-like	3	226	9.06E-28	T	22-04-2026	-	-	-	-
GAV03246.1	da567969c49eca74bdf678c6d8c3cc79	429	MobiDBLite	mobidb-lite	consensus disorder prediction	405	419	-	T	22-04-2026	-	-	-	-
GAV03246.1	da567969c49eca74bdf678c6d8c3cc79	429	MobiDBLite	mobidb-lite	consensus disorder prediction	402	429	-	T	22-04-2026	-	-	-	-
GAV07764.1	42fe37a05c2d8bc3eb1019dd6e8facf0	445	Gene3D	G3DSA:1.20.1070.10	-	233	405	5.6E-8	T	22-04-2026	-	-	-	-
GAV07764.1	42fe37a05c2d8bc3eb1019dd6e8facf0	445	ProSiteProfiles	PS50262	G-protein coupled receptors family 1 profile.	28	387	9.699337	T	22-04-2026	IPR017452	GPCR, rhodopsin-like, 7TM	-	-
GAV07764.1	42fe37a05c2d8bc3eb1019dd6e8facf0	445	PANTHER	PTHR46641	FMRFAMIDE RECEPTOR-RELATED	10	436	3.3E-29	T	22-04-2026	-	-	-	-
GAV07764.1	42fe37a05c2d8bc3eb1019dd6e8facf0	445	Gene3D	G3DSA:1.20.1070.10	-	2	202	6.0E-19	T	22-04-2026	-	-	-	-
GAV07764.1	42fe37a05c2d8bc3eb1019dd6e8facf0	445	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	98	120	2.2E-5	T	22-04-2026	IPR000276	G protein-coupled receptor, rhodopsin-like	-	-
GAV07764.1	42fe37a05c2d8bc3eb1019dd6e8facf0	445	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	13	37	2.2E-5	T	22-04-2026	IPR000276	G protein-coupled receptor, rhodopsin-like	-	-
GAV07764.1	42fe37a05c2d8bc3eb1019dd6e8facf0	445	PRINTS	PR00237	Rhodopsin-like GPCR superfamily signature	46	67	2.2E-5	T	22-04-2026	IPR000276	G protein-coupled receptor, rhodopsin-like	-	-
GAV07764.1	42fe37a05c2d8bc3eb1019dd6e8facf0	445	SUPERFAMILY	SSF81321	Family A G protein-coupled receptor-like	12	422	8.33E-14	T	22-04-2026	-	-	-	-
GAV04899.1	e6671acf29193acff6405725eb9ed5fc	128	MobiDBLite	mobidb-lite	consensus disorder prediction	73	87	-	T	22-04-2026	-	-	-	-
GAV04899.1	e6671acf29193acff6405725eb9ed5fc	128	MobiDBLite	mobidb-lite	consensus disorder prediction	73	102	-	T	22-04-2026	-	-	-	-
GAV08470.1	f38ef9209920113db7d39143e96e8612	183	SUPERFAMILY	SSF55753	Actin depolymerizing proteins	83	164	1.85E-16	T	22-04-2026	-	-	-	-
GAV08470.1	f38ef9209920113db7d39143e96e8612	183	SUPERFAMILY	SSF55753	Actin depolymerizing proteins	28	86	9.58E-11	T	22-04-2026	-	-	-	-
GAV08470.1	f38ef9209920113db7d39143e96e8612	183	SMART	SM00262	VILL_6	82	160	5.5E-9	T	22-04-2026	IPR007122	Villin/Gelsolin	-	-
GAV08470.1	f38ef9209920113db7d39143e96e8612	183	SMART	SM00262	VILL_6	4	81	0.072	T	22-04-2026	IPR007122	Villin/Gelsolin	-	-
GAV08470.1	f38ef9209920113db7d39143e96e8612	183	Pfam	PF00626	Gelsolin repeat	83	136	4.4E-8	T	22-04-2026	IPR007123	Gelsolin-like domain	-	-
